trans1 trans2 trans3 trans4 trans5 trans6 scaffold chr auto male_avg female_avg gene bias
ScZCZ4B_141.g19577 70.2460190784863 61.5179039479614 68.4176883317823 148.210530102425 119.59505040116 103.515647979869 ScZCZ4B_141 chr4 autosomes 66.7272037860767 123.773742827818 ScZCZ4B_141.g19577 unbiased
ScZCZ4B_141.g19578 133.906473868365 75.0218340828798 141.661520653773 58.9654797181689 56.0601798755438 84.3460835391523 ScZCZ4B_141 chr4 autosomes 116.863276201673 66.457247710955 ScZCZ4B_141.g19578 unbiased
ScZCZ4B_141.g19579 37.3181976354459 21.0061135432063 27.8213006494384 7.96830807002283 38.6192350253746 15.3356515525732 ScZCZ4B_141 chr4 autosomes 28.7152039426969 20.6410648826569 ScZCZ4B_141.g19579 unbiased
ScZCZ4B_141.g19580 47.7453410924087 64.5187773112766 54.7909288300165 57.3718181041644 32.3903261503142 36.4221724373612 ScZCZ4B_141 chr4 autosomes 55.6850157445673 42.0614388972799 ScZCZ4B_141.g19580 unbiased
ScZCZ4B_141.g19581 119.637751243047 132.038427985868 159.262751676887 22.3112625960639 37.3734532503625 26.837390217003 ScZCZ4B_141 chr4 autosomes 136.979643635267 28.8407020211431 ScZCZ4B_141.g19581 male-biased
ScZCZ4B_141.g19582 1055.33667724945 1173.34148505624 892.836638188611 796.830807002283 961.743530309329 736.111274523511 ScZCZ4B_141 chr4 autosomes 1040.5049334981 831.561870611708 ScZCZ4B_141.g19582 unbiased
ScZCZ4B_141.g19583 665.141993149417 925.769432582737 771.04747514158 793.643483774274 530.703036155148 672.851711869147 ScZCZ4B_141 chr4 autosomes 787.319633624578 665.732743932856 ScZCZ4B_141.g19583 unbiased
ScZCZ4B_141.g19584 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19584 unexpressed
ScZCZ4B_141.g19585 2.1951880962027 0 2.27112658362763 0 2.49156355002417 7.66782577628658 ScZCZ4B_141 chr4 autosomes 1.48877155994344 3.38646310877025 ScZCZ4B_141.g19585 unexpressed
ScZCZ4B_141.g19586 8.23195536076011 6.00174672663038 3.6905806983949 14.3429545260411 0 11.5017386644299 ScZCZ4B_141 chr4 autosomes 5.97476092859513 8.614897730157 ScZCZ4B_141.g19586 unbiased
ScZCZ4B_141.g19587 3.84157916835472 3.00087336331519 4.54225316725526 0 0 0 ScZCZ4B_141 chr4 autosomes 3.79490189964172 0 ScZCZ4B_141.g19587 unexpressed
ScZCZ4B_141.g19588 21.4030839379763 34.5100436781247 22.7112658362763 50.9971716481461 24.9156355002417 26.837390217003 ScZCZ4B_141 chr4 autosomes 26.2081311507924 34.2500657884636 ScZCZ4B_141.g19588 unbiased
ScZCZ4B_141.g19589 998.261786748177 861.25065527146 901.637253700168 1235.08775085354 872.047242508459 908.637354489959 ScZCZ4B_141 chr4 autosomes 920.383231906602 1005.25744928399 ScZCZ4B_141.g19589 unbiased
ScZCZ4B_141.g19590 31.2814303708884 16.5048034982336 34.3507895773679 0 0 0 ScZCZ4B_141 chr4 autosomes 27.3790078154966 0 ScZCZ4B_141.g19590 male-biased
ScZCZ4B_141.g19591 120.735345291148 160.546724937363 155.856061801446 173.709115926498 88.450506025858 122.685212420585 ScZCZ4B_141 chr4 autosomes 145.712710676652 128.281611457647 ScZCZ4B_141.g19591 unbiased
ScZCZ4B_141.g19592 17.0127077455709 46.5135371313855 12.491196209952 43.0288635781233 37.3734532503625 30.6713031051463 ScZCZ4B_141 chr4 autosomes 25.3391470289695 37.0245399778774 ScZCZ4B_141.g19592 unbiased
ScZCZ4B_141.g19593 24.6958660822803 18.0052401798912 28.6729731182988 25.4985858240731 31.1445443753021 74.7613013187941 ScZCZ4B_141 chr4 autosomes 23.7913597934901 43.8014771727231 ScZCZ4B_141.g19593 unbiased
ScZCZ4B_141.g19594 0 0 0 1.59366161400457 0 0 ScZCZ4B_141 chr4 autosomes 0 0.531220538001523 ScZCZ4B_141.g19594 unexpressed
ScZCZ4B_141.g19595 0 3.00087336331519 1.13556329181381 0 4.98312710004834 1.91695644407164 ScZCZ4B_141 chr4 autosomes 1.37881221837633 2.30002784803999 ScZCZ4B_141.g19595 unexpressed
ScZCZ4B_141.g19596 226.104373908878 138.040174712499 212.06644474623 108.36898975231 138.281777026341 172.526079966448 ScZCZ4B_141 chr4 autosomes 192.070331122536 139.7256155817 ScZCZ4B_141.g19596 unbiased
ScZCZ4B_141.g19597 43.9037619240539 55.5161572213311 38.3252610987162 19.1239393680548 31.1445443753021 24.9204337729314 ScZCZ4B_141 chr4 autosomes 45.9150600813671 25.0629725054294 ScZCZ4B_141.g19597 unbiased
ScZCZ4B_141.g19598 89.4539149202599 78.022707446195 49.9647848398078 62.1528029461781 71.0095611756888 103.515647979869 ScZCZ4B_141 chr4 autosomes 72.4804690687542 78.8926707005786 ScZCZ4B_141.g19598 unbiased
ScZCZ4B_141.g19599 28.5374452506351 21.0061135432063 30.0924272330661 22.3112625960639 27.4071990502659 34.5052159932896 ScZCZ4B_141 chr4 autosomes 26.5453286756358 28.0745592132065 ScZCZ4B_141.g19599 unbiased
ScZCZ4B_141.g19600 55.4284994291181 36.0104803597823 36.3380253380421 38.2478787361096 63.5348705256163 49.8408675458627 ScZCZ4B_141 chr4 autosomes 42.5923350423142 50.5412056025295 ScZCZ4B_141.g19600 unbiased
ScZCZ4B_141.g19601 137.748053036719 100.529257671059 152.165481103051 154.585176558443 159.460067201547 92.0139093154389 ScZCZ4B_141 chr4 autosomes 130.147597270276 135.353051025143 ScZCZ4B_141.g19601 unbiased
ScZCZ4B_141.g19602 46.0989500202566 66.0192139929342 44.5708592036922 28.6859090520822 16.1951630751571 38.3391288814329 ScZCZ4B_141 chr4 autosomes 52.2296744056277 27.7400670028907 ScZCZ4B_141.g19602 unbiased
ScZCZ4B_141.g19603 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19603 unexpressed
ScZCZ4B_141.g19604 28.5374452506351 21.0061135432063 37.1896978069024 23.9049242100685 32.3903261503142 24.9204337729314 ScZCZ4B_141 chr4 autosomes 28.9110855335813 27.0718947111047 ScZCZ4B_141.g19604 unbiased
ScZCZ4B_141.g19605 51.5869202607634 16.5048034982336 59.3331819972718 30.2795706660867 32.3903261503142 46.0069546577194 ScZCZ4B_141 chr4 autosomes 42.4749685854229 36.2256171580401 ScZCZ4B_141.g19605 unbiased
ScZCZ4B_141.g19606 15.3663166734189 12.0034934532608 10.5039604492778 12.7492929120365 28.6529808252779 15.3356515525732 ScZCZ4B_141 chr4 autosomes 12.6245901919858 18.9126417632959 ScZCZ4B_141.g19606 unbiased
ScZCZ4B_141.g19607 17.0127077455709 7.50218340828798 18.7367943149279 12.7492929120365 18.6867266251813 7.66782577628658 ScZCZ4B_141 chr4 autosomes 14.4172284895956 13.0346151045015 ScZCZ4B_141.g19607 unbiased
ScZCZ4B_141.g19608 8.78075238481079 9.00262008994558 15.3301044394865 27.0922474380776 8.72047242508459 19.1695644407164 ScZCZ4B_141 chr4 autosomes 11.037825638081 18.3274281012929 ScZCZ4B_141.g19608 unbiased
ScZCZ4B_141.g19609 3.29278214430405 0 4.54225316725526 0 6.22890887506042 0 ScZCZ4B_141 chr4 autosomes 2.61167843718644 2.07630295835347 ScZCZ4B_141.g19609 unexpressed
ScZCZ4B_141.g19610 20.8542869139256 18.0052401798912 17.8851218460676 36.654217122105 22.4240719502175 28.7543466610747 ScZCZ4B_141 chr4 autosomes 18.9148829799615 29.2775452444657 ScZCZ4B_141.g19610 unbiased
ScZCZ4B_141.g19611 0.548797024050674 0 1.98723576067417 0 0 0 ScZCZ4B_141 chr4 autosomes 0.845344261574948 0 ScZCZ4B_141.g19611 unexpressed
ScZCZ4B_141.g19612 142.138429229125 66.0192139929342 145.352101352168 231.080934030662 247.910573227405 226.200860400454 ScZCZ4B_141 chr4 autosomes 117.836581524742 235.06412255284 ScZCZ4B_141.g19612 unbiased
ScZCZ4B_141.g19613 60.9164696696249 54.0157205396735 32.6474446396472 11.155631298032 4.98312710004834 3.83391288814329 ScZCZ4B_141 chr4 autosomes 49.1932116163152 6.65755709540788 ScZCZ4B_141.g19613 male-biased
ScZCZ4B_141.g19614 235.433923317739 229.566812293612 230.803239061158 81.2767423142328 62.2890887506042 53.674780434006 ScZCZ4B_141 chr4 autosomes 231.93465822417 65.7468704996143 ScZCZ4B_141.g19614 male-biased
ScZCZ4B_141.g19615 36.7694006113952 36.0104803597823 42.2997326200646 11.155631298032 16.1951630751571 3.83391288814329 ScZCZ4B_141 chr4 autosomes 38.3598711970807 10.3949024204441 ScZCZ4B_141.g19615 male-biased
ScZCZ4B_141.g19616 12.6223315531655 10.5030567716032 14.1945411476727 7.96830807002283 11.2120359751088 15.3356515525732 ScZCZ4B_141 chr4 autosomes 12.4399764908138 11.5053318659016 ScZCZ4B_141.g19616 unbiased
ScZCZ4B_141.g19617 6.03676726455742 1.5004366816576 7.38116139678979 28.6859090520822 26.1614172752538 11.5017386644299 ScZCZ4B_141 chr4 autosomes 4.97278844766827 22.1163549972553 ScZCZ4B_141.g19617 female-biased
ScZCZ4B_141.g19618 12.0735345291148 34.5100436781247 8.51672468860361 19.1239393680548 33.6361079253263 15.3356515525732 ScZCZ4B_141 chr4 autosomes 18.3667676319477 22.6985662819848 ScZCZ4B_141.g19618 unbiased
ScZCZ4B_141.g19619 38.4157916835472 28.5082969514943 37.7574794528093 103.588004910297 93.4336331259063 59.425649766221 ScZCZ4B_141 chr4 autosomes 34.8938560292836 85.4824292674748 ScZCZ4B_141.g19619 female-biased
ScZCZ4B_141.g19620 2.1951880962027 0 0.567781645906907 0 0 0 ScZCZ4B_141 chr4 autosomes 0.920989914036536 0 ScZCZ4B_141.g19620 unexpressed
ScZCZ4B_141.g19621 1.09759404810135 0 0.567781645906907 4.7809848420137 4.98312710004834 0 ScZCZ4B_141 chr4 autosomes 0.555125231336086 3.25470398068735 ScZCZ4B_141.g19621 unexpressed
ScZCZ4B_141.g19622 0 0 0.851672468860361 0 0 11.5017386644299 ScZCZ4B_141 chr4 autosomes 0.283890822953454 3.8339128881433 ScZCZ4B_141.g19622 unexpressed
ScZCZ4B_141.g19623 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19623 unexpressed
ScZCZ4B_141.g19624 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19624 unexpressed
ScZCZ4B_141.g19625 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19625 unexpressed
ScZCZ4B_141.g19626 3.84157916835472 3.00087336331519 3.6905806983949 0 2.49156355002417 0 ScZCZ4B_141 chr4 autosomes 3.51101107668827 0.83052118334139 ScZCZ4B_141.g19626 unexpressed
ScZCZ4B_141.g19627 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19627 unexpressed
ScZCZ4B_141.g19628 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19628 unexpressed
ScZCZ4B_141.g19629 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19629 unexpressed
ScZCZ4B_141.g19630 0 0 0 0 1.24578177501208 0 ScZCZ4B_141 chr4 autosomes 0 0.415260591670693 ScZCZ4B_141.g19630 unexpressed
ScZCZ4B_141.g19631 9.32954940886146 0 8.51672468860361 0 6.22890887506042 0 ScZCZ4B_141 chr4 autosomes 5.94875803248836 2.07630295835347 ScZCZ4B_141.g19631 unexpressed
ScZCZ4B_141.g19632 120.186548267098 193.55633193383 118.950254817497 47.809848420137 67.2722158506526 63.2595626543642 ScZCZ4B_141 chr4 autosomes 144.231045006142 59.4472089750513 ScZCZ4B_141.g19632 male-biased
ScZCZ4B_141.g19633 12.6223315531655 9.00262008994558 20.1562484296952 9.56196968402739 34.8818897003384 23.0034773288597 ScZCZ4B_141 chr4 autosomes 13.9270666909354 22.4824455710752 ScZCZ4B_141.g19633 unbiased
ScZCZ4B_141.g19634 139.943241132922 175.551091753939 95.3873165123604 65.3401261741872 83.4673789258097 78.5952142069374 ScZCZ4B_141 chr4 autosomes 136.96054979974 75.8009064356448 ScZCZ4B_141.g19634 unbiased
ScZCZ4B_141.g19635 0 0 0 0 2.49156355002417 3.83391288814329 ScZCZ4B_141 chr4 autosomes 0 2.10849214605582 ScZCZ4B_141.g19635 unexpressed
ScZCZ4B_141.g19636 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19636 unexpressed
ScZCZ4B_141.g19637 12.0735345291148 10.5030567716032 15.046213616533 7.96830807002283 33.6361079253263 13.4186951085015 ScZCZ4B_141 chr4 autosomes 12.540934972417 18.3410370346169 ScZCZ4B_141.g19637 unbiased
ScZCZ4B_141.g19638 451.111153769654 550.660262168338 342.656223304818 527.501994235511 493.329582904785 398.726940366902 ScZCZ4B_141 chr4 autosomes 448.14254641427 473.186172502399 ScZCZ4B_141.g19638 unbiased
ScZCZ4B_141.g19639 2273.11727361789 5205.0148486702 2449.12612961944 2105.22699210003 1776.48481116723 1654.33341123383 ScZCZ4B_141 chr4 autosomes 3309.08608396918 1845.3484048337 ScZCZ4B_141.g19639 unbiased
ScZCZ4B_141.g19640 41.7085738278512 52.5152838580159 36.0541345150886 27.0922474380776 23.6698537252296 19.1695644407164 ScZCZ4B_141 chr4 autosomes 43.4259974003186 23.3105552013412 ScZCZ4B_141.g19640 unbiased
ScZCZ4B_141.g19641 107.015419689881 145.542358120787 109.865748482987 121.118282664347 115.857705076124 145.688689749445 ScZCZ4B_141 chr4 autosomes 120.807842097885 127.554892496639 ScZCZ4B_141.g19641 unbiased
ScZCZ4B_141.g19642 15.3663166734189 82.5240174911678 24.414610773997 47.809848420137 38.6192350253746 47.9239111017911 ScZCZ4B_141 chr4 autosomes 40.7683149795279 44.7843315157676 ScZCZ4B_141.g19642 unbiased
ScZCZ4B_141.g19643 128.418503627858 153.044541529075 154.436607686679 272.516135994781 133.298649926293 159.107384857946 ScZCZ4B_141 chr4 autosomes 145.299884281204 188.307390259673 ScZCZ4B_141.g19643 unbiased
ScZCZ4B_141.g19644 1.09759404810135 0 3.12279905248799 1.59366161400457 0 0 ScZCZ4B_141 chr4 autosomes 1.40679770019645 0.531220538001523 ScZCZ4B_141.g19644 unexpressed
ScZCZ4B_141.g19645 37.8669946594965 18.0052401798912 47.6936582561802 9.56196968402739 8.72047242508459 17.2526079966448 ScZCZ4B_141 chr4 autosomes 34.5219643651893 11.8450167019189 ScZCZ4B_141.g19645 unbiased
ScZCZ4B_141.g19646 2.74398512025337 3.00087336331519 2.27112658362763 4.7809848420137 2.49156355002417 0 ScZCZ4B_141 chr4 autosomes 2.67199502239873 2.42418279734596 ScZCZ4B_141.g19646 unexpressed
ScZCZ4B_141.g19647 1.09759404810135 3.00087336331519 1.70334493772072 4.7809848420137 2.49156355002417 0 ScZCZ4B_141 chr4 autosomes 1.93393744971242 2.42418279734596 ScZCZ4B_141.g19647 unexpressed
ScZCZ4B_141.g19648 4.93917321645607 6.00174672663038 2.83890822953454 0 12.4578177501208 0 ScZCZ4B_141 chr4 autosomes 4.59327605754033 4.15260591670693 ScZCZ4B_141.g19648 unexpressed
ScZCZ4B_141.g19649 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19649 unexpressed
ScZCZ4B_141.g19650 15.9151136974696 51.0148471763583 32.0796629937402 46.2161868061324 34.8818897003384 49.8408675458627 ScZCZ4B_141 chr4 autosomes 33.003207955856 43.6463146841112 ScZCZ4B_141.g19650 unbiased
ScZCZ4B_141.g19651 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19651 unexpressed
ScZCZ4B_141.g19652 0 0 0 0 4.98312710004834 3.83391288814329 ScZCZ4B_141 chr4 autosomes 0 2.93901332939721 ScZCZ4B_141.g19652 unexpressed
ScZCZ4B_141.g19653 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19653 unexpressed
ScZCZ4B_141.g19654 0 0 0 0 1.24578177501208 0 ScZCZ4B_141 chr4 autosomes 0 0.415260591670693 ScZCZ4B_141.g19654 unexpressed
ScZCZ4B_141.g19655 0 0 0.567781645906907 3.18732322800913 0 0 ScZCZ4B_141 chr4 autosomes 0.189260548635636 1.06244107600304 ScZCZ4B_141.g19655 unexpressed
ScZCZ4B_141.g19656 0 0 0 3.18732322800913 1.24578177501208 0 ScZCZ4B_141 chr4 autosomes 0 1.47770166767374 ScZCZ4B_141.g19656 unexpressed
ScZCZ4B_141.g19657 0 3.00087336331519 0 0 0 0 ScZCZ4B_141 chr4 autosomes 1.00029112110506 0 ScZCZ4B_141.g19657 unexpressed
ScZCZ4B_141.g19658 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19658 unexpressed
ScZCZ4B_141.g19659 11.5247375050642 9.00262008994558 13.3428686788123 4.7809848420137 3.73734532503625 17.2526079966448 ScZCZ4B_141 chr4 autosomes 11.2900754246074 8.59031272123158 ScZCZ4B_141.g19659 unbiased
ScZCZ4B_141.g19660 38.4157916835472 3.00087336331519 29.5246455871592 46.2161868061324 54.8143981005317 67.0934755425075 ScZCZ4B_141 chr4 autosomes 23.6471035446739 56.0413534830572 ScZCZ4B_141.g19660 unbiased
ScZCZ4B_141.g19661 104.271434569628 129.037554622553 114.408001650242 66.9337877881918 43.602362125423 57.5086933221493 ScZCZ4B_141 chr4 autosomes 115.905663614141 56.0149477452547 ScZCZ4B_141.g19661 male-biased
ScZCZ4B_141.g19662 141.040835181023 120.034934532608 179.98678175249 68.5274494021963 67.2722158506526 69.0104319865792 ScZCZ4B_141 chr4 autosomes 147.020850488707 68.2700324131427 ScZCZ4B_141.g19662 male-biased
ScZCZ4B_141.g19663 28.5374452506351 31.5091703148095 16.7495585542538 4.7809848420137 3.73734532503625 5.75086933221493 ScZCZ4B_141 chr4 autosomes 25.5987247065661 4.75639983308829 ScZCZ4B_141.g19663 male-biased
ScZCZ4B_141.g19664 35.6718065632938 61.5179039479614 42.8675142659715 23.9049242100685 14.949381300145 11.5017386644299 ScZCZ4B_141 chr4 autosomes 46.6857415924089 16.7853480582145 ScZCZ4B_141.g19664 male-biased
ScZCZ4B_141.g19665 0 0 0.283890822953454 0 0 0 ScZCZ4B_141 chr4 autosomes 0.094630274317818 0 ScZCZ4B_141.g19665 unexpressed
ScZCZ4B_141.g19666 51.5869202607634 34.5100436781247 40.028606036437 52.5908332621507 57.3059616505559 84.3460835391523 ScZCZ4B_141 chr4 autosomes 42.0418566584417 64.7476261506196 ScZCZ4B_141.g19666 unbiased
ScZCZ4B_141.g19667 8.78075238481079 3.00087336331519 6.24559810497598 1.59366161400457 4.98312710004834 28.7543466610747 ScZCZ4B_141 chr4 autosomes 6.00907461770065 11.7770451250425 ScZCZ4B_141.g19667 unbiased
ScZCZ4B_141.g19668 65.3068458620302 76.5222707645374 74.3793956138048 28.6859090520822 22.4240719502175 17.2526079966448 ScZCZ4B_141 chr4 autosomes 72.0695040801241 22.7875296663148 ScZCZ4B_141.g19668 male-biased
ScZCZ4B_141.g19669 19.2078958417736 33.0096069964671 24.414610773997 30.2795706660867 16.1951630751571 23.0034773288597 ScZCZ4B_141 chr4 autosomes 25.5440378707459 23.1594036900345 ScZCZ4B_141.g19669 unbiased
ScZCZ4B_141.g19670 79.0267714632971 39.0113537230975 71.5404873842703 50.9971716481461 49.8312710004834 49.8408675458627 ScZCZ4B_141 chr4 autosomes 63.1928708568883 50.2231033981641 ScZCZ4B_141.g19670 unbiased
ScZCZ4B_141.g19671 2.74398512025337 3.00087336331519 3.12279905248799 9.56196968402739 2.49156355002417 7.66782577628658 ScZCZ4B_141 chr4 autosomes 2.95588584535218 6.57378633677938 ScZCZ4B_141.g19671 unexpressed
ScZCZ4B_141.g19672 10.9759404810135 16.5048034982336 8.51672468860361 33.4668938940959 16.1951630751571 36.4221724373612 ScZCZ4B_141 chr4 autosomes 11.9991562226169 28.6947431355381 ScZCZ4B_141.g19672 unbiased
ScZCZ4B_141.g19673 0.548797024050674 0 1.41945411476727 0 0 0 ScZCZ4B_141 chr4 autosomes 0.656083712939315 0 ScZCZ4B_141.g19673 unexpressed
ScZCZ4B_141.g19674 0 6.00174672663038 0 0 0 0 ScZCZ4B_141 chr4 autosomes 2.00058224221013 0 ScZCZ4B_141.g19674 unexpressed
ScZCZ4B_141.g19675 63.1116577658276 58.5170305846462 62.1720902268063 46.2161868061324 22.4240719502175 21.0865208847881 ScZCZ4B_141 chr4 autosomes 61.2669261924267 29.908926547046 ScZCZ4B_141.g19675 unbiased
ScZCZ4B_141.g19676 105.91782564178 76.5222707645374 110.14963930594 43.0288635781233 68.5179976256646 84.3460835391523 ScZCZ4B_141 chr4 autosomes 97.5299119040858 65.2976482476467 ScZCZ4B_141.g19676 unbiased
ScZCZ4B_141.g19677 153.114369710138 39.0113537230975 158.127188385074 70.1211110162009 49.8312710004834 55.5917368780777 ScZCZ4B_141 chr4 autosomes 116.750970606103 58.514706298254 ScZCZ4B_141.g19677 unbiased
ScZCZ4B_141.g19678 450.013559721553 685.699563517521 461.606478122315 364.948509607046 406.12485865394 379.557375926185 ScZCZ4B_141 chr4 autosomes 532.439867120463 383.543581395724 ScZCZ4B_141.g19678 unbiased
ScZCZ4B_141.g19679 263.422571544324 477.138864767116 247.268906792458 997.632170366858 406.12485865394 429.398243472048 ScZCZ4B_141 chr4 autosomes 329.276781034633 611.051757497615 ScZCZ4B_141.g19679 unbiased
ScZCZ4B_141.g19680 0 3.00087336331519 0.567781645906907 3.18732322800913 0 0 ScZCZ4B_141 chr4 autosomes 1.1895516697407 1.06244107600304 ScZCZ4B_141.g19680 unexpressed
ScZCZ4B_141.g19681 2.1951880962027 0 0 0 1.24578177501208 0 ScZCZ4B_141 chr4 autosomes 0.7317293654009 0.415260591670693 ScZCZ4B_141.g19681 unexpressed
ScZCZ4B_141.g19682 85.0635387278545 189.055021888857 69.8371424465496 312.357676344895 122.086613951184 161.024341302018 ScZCZ4B_141 chr4 autosomes 114.651901021087 198.489543866032 ScZCZ4B_141.g19682 unbiased
ScZCZ4B_141.g19683 48.2941381164593 79.5231441278526 52.8036930693424 250.204873398717 79.7300336007734 105.43260442394 ScZCZ4B_141 chr4 autosomes 60.2069917712181 145.12250380781 ScZCZ4B_141.g19683 female-biased
ScZCZ4B_141.g19684 67.5020339582329 111.032314442662 61.8881994038529 165.740807856475 113.3661415261 126.519125308728 ScZCZ4B_141 chr4 autosomes 80.1408492682493 135.208691563768 ScZCZ4B_141.g19684 unbiased
ScZCZ4B_141.g19685 1.64639107215202 7.50218340828798 2.55501740658108 0 6.22890887506042 3.83391288814329 ScZCZ4B_141 chr4 autosomes 3.90119729567369 3.3542739210679 ScZCZ4B_141.g19685 unexpressed
ScZCZ4B_141.g19686 154.76076078229 301.587773013177 155.004389332586 239.049242100685 205.553992876994 218.533034624167 ScZCZ4B_141 chr4 autosomes 203.784307709351 221.045423200615 ScZCZ4B_141.g19686 unbiased
ScZCZ4B_141.g19687 4.93917321645607 18.0052401798912 4.54225316725526 12.7492929120365 1.24578177501208 7.66782577628658 ScZCZ4B_141 chr4 autosomes 9.16222218786751 7.22096682111172 ScZCZ4B_141.g19687 unbiased
ScZCZ4B_141.g19688 103.722637545577 136.539738030841 97.9423339189415 145.023206874415 117.103486851136 116.93434308837 ScZCZ4B_141 chr4 autosomes 112.73490316512 126.353678937974 ScZCZ4B_141.g19688 unbiased
ScZCZ4B_141.g19689 156.407151854442 114.033187805977 204.969174172393 132.273913962379 174.409448501692 155.273471969803 ScZCZ4B_141 chr4 autosomes 158.469837944271 153.985611477958 ScZCZ4B_141.g19689 unbiased
ScZCZ4B_141.g19690 0 0 0 0 0 3.83391288814329 ScZCZ4B_141 chr4 autosomes 0 1.27797096271443 ScZCZ4B_141.g19690 unexpressed
ScZCZ4B_141.g19691 24.6958660822803 19.5056768615487 20.7240300756021 68.5274494021963 22.4240719502175 67.0934755425075 ScZCZ4B_141 chr4 autosomes 21.6418576731437 52.6816656316404 ScZCZ4B_141.g19691 unbiased
ScZCZ4B_141.g19692 162.443919119 148.543231484102 131.441451027449 165.740807856475 220.503374177139 375.723463038042 ScZCZ4B_141 chr4 autosomes 147.476200543517 253.989215023885 ScZCZ4B_141.g19692 unbiased
ScZCZ4B_141.g19693 124.576924459503 186.054148525542 114.975783296149 105.181666524301 133.298649926293 170.609123522376 ScZCZ4B_141 chr4 autosomes 141.868952093731 136.363146657657 ScZCZ4B_141.g19693 unbiased
ScZCZ4B_141.g19694 60.3676726455742 66.0192139929342 47.4097674332267 55.7781564901598 113.3661415261 74.7613013187941 ScZCZ4B_141 chr4 autosomes 57.9322180239117 81.301866445018 ScZCZ4B_141.g19694 unbiased
ScZCZ4B_141.g19695 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19695 unexpressed
ScZCZ4B_141.g19696 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19696 unexpressed
ScZCZ4B_141.g19697 0 0 0.283890822953454 0 0 3.83391288814329 ScZCZ4B_141 chr4 autosomes 0.094630274317818 1.27797096271443 ScZCZ4B_141.g19697 unexpressed
ScZCZ4B_141.g19698 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19698 unexpressed
ScZCZ4B_141.g19699 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19699 unexpressed
ScZCZ4B_141.g19700 55.9772964531688 9.00262008994558 12.7750870329054 27.0922474380776 57.3059616505559 36.4221724373612 ScZCZ4B_141 chr4 autosomes 25.9183345253399 40.2734605086649 ScZCZ4B_141.g19700 unbiased
ScZCZ4B_141.g19701 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19701 unexpressed
ScZCZ4B_141.g19702 0 4.50131004497279 1.70334493772072 0 1.24578177501208 0 ScZCZ4B_141 chr4 autosomes 2.0682183275645 0.415260591670693 ScZCZ4B_141.g19702 unexpressed
ScZCZ4B_141.g19703 2.74398512025337 0 1.98723576067417 0 0 3.83391288814329 ScZCZ4B_141 chr4 autosomes 1.57707362697585 1.27797096271443 ScZCZ4B_141.g19703 unexpressed
ScZCZ4B_141.g19704 1.09759404810135 0 1.13556329181381 0 0 3.83391288814329 ScZCZ4B_141 chr4 autosomes 0.74438577997172 1.27797096271443 ScZCZ4B_141.g19704 unexpressed
ScZCZ4B_141.g19705 0 0 0 0 0 0 ScZCZ4B_141 chr4 autosomes 0 0 ScZCZ4B_141.g19705 unexpressed
ScZCZ4B_141.g19706 211.28685425951 148.543231484102 97.0906614500811 546.625933603566 218.011810627115 391.059114590615 ScZCZ4B_141 chr4 autosomes 152.306915731231 385.232286273765 ScZCZ4B_141.g19706 female-biased
ScZCZ4B_141.g19707 8.23195536076011 9.00262008994558 4.82614399020871 1.59366161400457 9.96625420009668 3.83391288814329 ScZCZ4B_141 chr4 autosomes 7.35357314697147 5.13127623408151 ScZCZ4B_141.g19707 unbiased
ScZCZ4B_141.g19708 27.9886482265844 27.0078602698367 32.0796629937402 9.56196968402739 6.22890887506042 1.91695644407164 ScZCZ4B_141 chr4 autosomes 29.0253904967204 5.90261166771982 ScZCZ4B_141.g19708 male-biased
